id,Exited
165183,0.059172213
165184,0.0599704
165185,0.012731348
165186,0.007009004
165187,0.9751855
165188,0.95999926
165189,0.015127872
165190,0.012625193
165191,0.2046017
165192,0.21305418
165193,0.28659412
165194,0.18339631
165195,0.095591836
165196,0.2660416
165197,0.80585706
165198,0.7237781
165199,0.16402897
165200,0.35435018
165201,0.7092312
165202,0.76387584
165203,0.7373292
165204,0.79684156
165205,0.03274451
165206,0.10434724
165207,0.015907161
165208,0.0244532
165209,0.29909292
165210,0.5705485
165211,0.98119205
165212,0.03884252
165213,0.064528465
165214,0.8934729
165215,0.5255071
165216,0.06913769
165217,0.0041099214
165218,0.018657079
165219,0.83940643
165220,0.24811041
165221,0.053840924
165222,0.15289558
165223,0.13546932
165224,0.0530954
165225,0.89416194
165226,0.90887964
165227,0.20992552
165228,0.10841298
165229,0.39342162
165230,0.98550355
165231,0.015247512
165232,0.008501125
165233,0.020727621
165234,0.18549474
165235,0.0088296095
165236,0.67887205
165237,0.009136151
165238,0.13021155
165239,0.014816523
165240,0.0118515575
165241,0.009602625
165242,0.09748226
165243,0.03262157
165244,0.565785
165245,0.00740755
165246,0.042825438
165247,0.015748998
165248,0.073334694
165249,0.18220715
165250,0.009074728
165251,0.018035192
165252,0.39712217
165253,0.24959666
165254,0.012051355
165255,0.2154122
165256,0.25409734
165257,0.052607715
165258,0.89065695
165259,0.41022158
165260,0.37857607
165261,0.9329006
165262,0.57486475
165263,0.016968288
165264,0.072891444
165265,0.035556544
165266,0.013063344
165267,0.3600467
165268,0.16420896
165269,0.6363413
165270,0.36168006
165271,0.019434405
165272,0.9892741
165273,0.05009557
165274,0.058068436
165275,0.36026123
165276,0.16041484
165277,0.2604358
165278,0.9031136
165279,0.15667269
165280,0.027451448
165281,0.008027395
165282,0.14413138
165283,0.0025977124
165284,0.28799313
165285,0.22026907
165286,0.07385316
165287,0.024087472
165288,0.027402045
165289,0.03961044
165290,0.05807412
165291,0.015923874
165292,0.14857967
165293,0.56597954
165294,0.010765421
165295,0.15783064
165296,0.053557836
165297,0.050061215
165298,0.058087762
165299,0.032334946
165300,0.45334592
165301,0.15764366
165302,0.40548363
165303,0.07603791
165304,0.013932986
165305,0.007361228
165306,0.038357336
165307,0.27356145
165308,0.02704029
165309,0.24548122
165310,0.04482987
165311,0.1671131
165312,0.91438746
165313,0.0326196
165314,0.045023534
165315,0.11847039
165316,0.3002909
165317,0.009512543
165318,0.879
165319,0.0851014
165320,0.03622143
165321,0.063735254
165322,0.08339695
165323,0.08289609
165324,0.10712479
165325,0.18325417
165326,0.35997698
165327,0.11440717
165328,0.057241723
165329,0.021449618
165330,0.06290742
165331,0.05116563
165332,0.64390236
165333,0.04224124
165334,0.0085457405
165335,0.03550691
165336,0.13919914
165337,0.14972839
165338,0.4103476
165339,0.14372459
165340,0.18273312
165341,0.06339069
165342,0.0291256
165343,0.006758205
165344,0.23946412
165345,0.109452136
165346,0.96196413
165347,0.24238855
165348,0.045467082
165349,0.12290698
165350,0.008521779
165351,0.09402165
165352,0.04633042
165353,0.01793304
165354,0.10616851
165355,0.23886056
165356,0.0142857265
165357,0.057678603
165358,0.03858073
165359,0.023816619
165360,0.74333644
165361,0.06486025
165362,0.27791616
165363,0.253544
165364,0.009426222
165365,0.8975644
165366,0.011258921
165367,0.16042273
165368,0.111104846
165369,0.5641502
165370,0.3915666
165371,0.010517909
165372,0.08353832
165373,0.012962831
165374,0.62187964
165375,0.013615654
165376,0.015523981
165377,0.010273963
165378,0.14741065
165379,0.059380915
165380,0.18430395
165381,0.07570112
165382,0.0148804365
165383,0.015576019
165384,0.033033423
165385,0.103798315
165386,0.906095
165387,0.015740404
165388,0.38880062
165389,0.10856522
165390,0.6554555
165391,0.012472903
165392,0.06384164
165393,0.099264994
165394,0.09705927
165395,0.013495025
165396,0.01207582
165397,0.021908615
165398,0.3616632
165399,0.024914837
165400,0.08540438
165401,0.08998083
165402,0.22850892
165403,0.029489737
165404,0.076280214
165405,0.26905113
165406,0.15239474
165407,0.036484335
165408,0.20115882
165409,0.010515285
165410,0.021007258
165411,0.055157408
165412,0.030746566
165413,0.014550032
165414,0.05001901
165415,0.09249063
165416,0.8875629
165417,0.008398427
165418,0.015852762
165419,0.7569896
165420,0.029216355
165421,0.5322605
165422,0.024426641
165423,0.0090110395
165424,0.037401393
165425,0.6710458
165426,0.108823225
165427,0.12444508
165428,0.4233587
165429,0.6769236
165430,0.036423437
165431,0.0882282
165432,0.4169256
165433,0.97247815
165434,0.8436105
165435,0.075787626
165436,0.30799255
165437,0.0064174826
165438,0.009072322
165439,0.11513767
165440,0.6759079
165441,0.8198522
165442,0.022866288
165443,0.022322558
165444,0.057503626
165445,0.16982701
165446,0.17803468
165447,0.006632691
165448,0.22780278
165449,0.0048935493
165450,0.0127079645
165451,0.014921677
165452,0.7661305
165453,0.031425375
165454,0.64450234
165455,0.02457499
165456,0.7190799
165457,0.7187511
165458,0.010979587
165459,0.030846167
165460,0.039045468
165461,0.033055216
165462,0.04274983
165463,0.12940209
165464,0.06821958
165465,0.93378675
165466,0.007095558
165467,0.05466757
165468,0.18748806
165469,0.041995175
165470,0.075427346
165471,0.17192358
165472,0.012205442
165473,0.07581559
165474,0.38899803
165475,0.093273416
165476,0.25896788
165477,0.068460315
165478,0.21310207
165479,0.20557903
165480,0.024174685
165481,0.9220587
165482,0.007344269
165483,0.24260972
165484,0.072044805
165485,0.22957474
165486,0.16762525
165487,0.16344331
165488,0.021927817
165489,0.034881808
165490,0.046450224
165491,0.0629584
165492,0.26150364
165493,0.2921721
165494,0.023123842
165495,0.6402091
165496,0.02898979
165497,0.3396679
165498,0.14821517
165499,0.025680166
165500,0.034257147
165501,0.17465475
165502,0.010334783
165503,0.020990431
165504,0.8462847
165505,0.8480069
165506,0.011193441
165507,0.2974344
165508,0.10072322
165509,0.4220927
165510,0.2762531
165511,0.058743916
165512,0.037906256
165513,0.15564266
165514,0.4118043
165515,0.006065808
165516,0.106514454
165517,0.08951183
165518,0.0044237217
165519,0.44602495
165520,0.15602547
165521,0.23275211
165522,0.027328758
165523,0.18092862
165524,0.15174481
165525,0.13963254
165526,0.7906079
165527,0.6776801
165528,0.0073353825
165529,0.11289611
165530,0.2940964
165531,0.07303053
165532,0.25411317
165533,0.009530287
165534,0.37159556
165535,0.04872484
165536,0.024999311
165537,0.047320314
165538,0.1197449
165539,0.046396792
165540,0.023909053
165541,0.110127546
165542,0.023210645
165543,0.012069883
165544,0.013217777
165545,0.1895896
165546,0.07592436
165547,0.03875544
165548,0.06549992
165549,0.12084407
165550,0.20931798
165551,0.0075019132
165552,0.20271179
165553,0.5140429
165554,0.014617359
165555,0.1337406
165556,0.10971311
165557,0.078373775
165558,0.015437396
165559,0.00852126
165560,0.16145092
165561,0.6408926
165562,0.5198421
165563,0.07998477
165564,0.39813006
165565,0.6135299
165566,0.019297443
165567,0.7161975
165568,0.12945229
165569,0.08742973
165570,0.039149348
165571,0.018546287
165572,0.6033835
165573,0.10281266
165574,0.045612805
165575,0.11415966
165576,0.011026412
165577,0.026256878
165578,0.7863672
165579,0.23842463
165580,0.026811508
165581,0.23854837
165582,0.7033271
165583,0.13921341
165584,0.06463388
165585,0.721466
165586,0.24826851
165587,0.0071384995
165588,0.31110382
165589,0.10632539
165590,0.54649323
165591,0.6591994
165592,0.008239203
165593,0.014205108
165594,0.018992908
165595,0.21670485
165596,0.019337894
165597,0.014719918
165598,0.12616415
165599,0.25001365
165600,0.012019128
165601,0.041865356
165602,0.07654195
165603,0.6023904
165604,0.010782095
165605,0.068366945
165606,0.053505167
165607,0.22610721
165608,0.20983572
165609,0.43772995
165610,0.19412361
165611,0.049431354
165612,0.029716905
165613,0.75097907
165614,0.46757856
165615,0.6078934
165616,0.030459236
165617,0.19547258
165618,0.7930024
165619,0.8356071
165620,0.089617275
165621,0.037937712
165622,0.04031294
165623,0.016510954
165624,0.022500582
165625,0.23368059
165626,0.028817452
165627,0.14043926
165628,0.033121526
165629,0.8546303
165630,0.25653353
165631,0.034300756
165632,0.077709965
165633,0.026575265
165634,0.0094306795
165635,0.14661181
165636,0.01840287
165637,0.08246372
165638,0.06415304
165639,0.11597744
165640,0.5972884
165641,0.019082323
165642,0.03667675
165643,0.13413218
165644,0.010635262
165645,0.15057193
165646,0.022132218
165647,0.01571864
165648,0.6891354
165649,0.010577428
165650,0.72411996
165651,0.08977974
165652,0.1174287
165653,0.118999936
165654,0.02786689
165655,0.031892877
165656,0.37586656
165657,0.73091465
165658,0.15823676
165659,0.86119103
165660,0.07978622
165661,0.9481414
165662,0.7194786
165663,0.14305031
165664,0.071669586
165665,0.02431528
165666,0.4434617
165667,0.68230015
165668,0.03560325
165669,0.41041282
165670,0.012624088
165671,0.010391098
165672,0.049296398
165673,0.91847295
165674,0.48058224
165675,0.05269231
165676,0.55507594
165677,0.18214606
165678,0.21705312
165679,0.03470174
165680,0.016233357
165681,0.17053413
165682,0.01531562
165683,0.06346904
165684,0.14945579
165685,0.05580039
165686,0.013400809
165687,0.13160147
165688,0.7877123
165689,0.059256326
165690,0.4745916
165691,0.0063370927
165692,0.2935712
165693,0.018126812
165694,0.023381973
165695,0.0132808965
165696,0.10055116
165697,0.024812285
165698,0.07461941
165699,0.17309937
165700,0.17395236
165701,0.6482897
165702,0.07837316
165703,0.23665883
165704,0.01873222
165705,0.020402825
165706,0.14553699
165707,0.0233925
165708,0.07761631
165709,0.083692834
165710,0.4213564
165711,0.006826735
165712,0.014877369
165713,0.041442122
165714,0.44515416
165715,0.012199016
165716,0.69917
165717,0.96275526
165718,0.17931427
165719,0.01829679
165720,0.056523602
165721,0.3051293
165722,0.07030095
165723,0.052922647
165724,0.85974616
165725,0.028141221
165726,0.76874834
165727,0.06529199
165728,0.020430597
165729,0.7927672
165730,0.027182437
165731,0.20523623
165732,0.34271288
165733,0.04657745
165734,0.084136814
165735,0.01831742
165736,0.119711116
165737,0.7267946
165738,0.018029936
165739,0.5933219
165740,0.6300003
165741,0.046660252
165742,0.05038574
165743,0.09403885
165744,0.015658643
165745,0.23067817
165746,0.6163083
165747,0.019695748
165748,0.74046683
165749,0.19880965
165750,0.023509074
165751,0.5090781
165752,0.031019192
165753,0.15717454
165754,0.13788639
165755,0.06464197
165756,0.5234525
165757,0.04776053
165758,0.091629796
165759,0.41575372
165760,0.25563222
165761,0.8015081
165762,0.85256565
165763,0.17132695
165764,0.07205892
165765,0.5202653
165766,0.09788932
165767,0.10947774
165768,0.41892576
165769,0.1116595
165770,0.16301477
165771,0.31630257
165772,0.021666357
165773,0.022291204
165774,0.016332274
165775,0.030421942
165776,0.2284427
165777,0.07656985
165778,0.0833843
165779,0.049874455
165780,0.8511348
165781,0.16051346
165782,0.12829456
165783,0.88082814
165784,0.84556156
165785,0.13874064
165786,0.04505019
165787,0.010131732
165788,0.18193081
165789,0.15092318
165790,0.76117384
165791,0.028545903
165792,0.044953227
165793,0.03815509
165794,0.031076148
165795,0.15048099
165796,0.09898765
165797,0.026995797
165798,0.12695806
165799,0.10484473
165800,0.19911936
165801,0.47653967
165802,0.006586158
165803,0.11436862
165804,0.13059604
165805,0.93748444
165806,0.00609305
165807,0.005886756
165808,0.92348593
165809,0.11550238
165810,0.11619109
165811,0.013226903
165812,0.9131656
165813,0.30292225
165814,0.029641543
165815,0.02898891
165816,0.04426817
165817,0.036650624
165818,0.27471733
165819,0.95102227
165820,0.1442072
165821,0.47809157
165822,0.060488988
165823,0.005560148
165824,0.09249179
165825,0.11103689
165826,0.074537486
165827,0.9108516
165828,0.009607919
165829,0.3947773
165830,0.523924
165831,0.11186553
165832,0.028533708
165833,0.031992264
165834,0.13489603
165835,0.14994018
165836,0.029107831
165837,0.07478518
165838,0.015577239
165839,0.11435621
165840,0.22312385
165841,0.04024578
165842,0.05334922
165843,0.14420712
165844,0.09943073
165845,0.15525109
165846,0.023259414
165847,0.01375929
165848,0.020299701
165849,0.5931467
165850,0.14905682
165851,0.09769354
165852,0.45105156
165853,0.011545006
165854,0.14687529
165855,0.0355832
165856,0.015225711
165857,0.1315878
165858,0.052431483
165859,0.006344231
165860,0.010111437
165861,0.13045396
165862,0.009805427
165863,0.025066618
165864,0.09098338
165865,0.17311035
165866,0.048640594
165867,0.6515535
165868,0.037878376
165869,0.02242769
165870,0.78418905
165871,0.48421353
165872,0.19301733
165873,0.013052645
165874,0.025986519
165875,0.5980216
165876,0.48603916
165877,0.36553082
165878,0.02315396
165879,0.01133808
165880,0.40110365
165881,0.9434855
165882,0.3558141
165883,0.019601632
165884,0.709972
165885,0.6582843
165886,0.007385725
165887,0.7324422
165888,0.78085834
165889,0.008695102
165890,0.35808748
165891,0.099379554
165892,0.032202333
165893,0.5700139
165894,0.07080542
165895,0.025911067
165896,0.6712363
165897,0.048857667
165898,0.012052422
165899,0.13561481
165900,0.021694237
165901,0.1803322
165902,0.14344919
165903,0.1258616
165904,0.020384602
165905,0.22385505
165906,0.14800896
165907,0.0705894
165908,0.16509
165909,0.06777505
165910,0.12178375
165911,0.017628172
165912,0.4620446
165913,0.15230899
165914,0.34343734
165915,0.15274996
165916,0.26122597
165917,0.054316618
165918,0.49143484
165919,0.04139377
165920,0.98966306
165921,0.06685097
165922,0.04389074
165923,0.7539199
165924,0.033152975
165925,0.108212076
165926,0.17473269
165927,0.01768388
165928,0.40824077
165929,0.02881829
165930,0.91207993
165931,0.10934129
165932,0.8385428
165933,0.045746643
165934,0.06924724
165935,0.045701075
165936,0.08682285
165937,0.014674337
165938,0.7734266
165939,0.58614296
165940,0.8820953
165941,0.10708195
165942,0.013059938
165943,0.30885974
165944,0.32426897
165945,0.11212267
165946,0.75541556
165947,0.009244094
165948,0.02720912
165949,0.019521926
165950,0.16445246
165951,0.38438255
165952,0.55108964
165953,0.027717302
165954,0.71909547
165955,0.07625413
165956,0.77741444
165957,0.026633414
165958,0.017426467
165959,0.03649282
165960,0.040125735
165961,0.06758169
165962,0.9738952
165963,0.73261005
165964,0.0049946764
165965,0.01202393
165966,0.88659996
165967,0.008622735
165968,0.90660405
165969,0.14494427
165970,0.35282198
165971,0.89246
165972,0.77332735
165973,0.1969854
165974,0.11480136
165975,0.73462623
165976,0.03472099
165977,0.03591866
165978,0.64646006
165979,0.29771298
165980,0.025664542
165981,0.17572217
165982,0.071892425
165983,0.060024943
165984,0.16997331
165985,0.059875708
165986,0.03243523
165987,0.0985738
165988,0.48790333
165989,0.08947365
165990,0.05667224
165991,0.8732538
165992,0.06415547
165993,0.13735893
165994,0.1450307
165995,0.17822595
165996,0.15535183
165997,0.4835093
165998,0.05173333
165999,0.02108423
166000,0.0590213
166001,0.025120066
166002,0.061431024
166003,0.052018598
166004,0.031481784
166005,0.08881639
166006,0.038790695
166007,0.03199626
166008,0.009337792
166009,0.21762599
166010,0.9232714
166011,0.03435661
166012,0.008113449
166013,0.053976577
166014,0.10919716
166015,0.050528616
166016,0.33453897
166017,0.06936132
166018,0.1293963
166019,0.0075277262
166020,0.0046991818
166021,0.09118615
166022,0.07054252
166023,0.0062018507
166024,0.43757227
166025,0.07953812
166026,0.06344911
166027,0.007497764
166028,0.9637725
166029,0.038717568
166030,0.006311242
166031,0.3754753
166032,0.1672082
166033,0.04016616
166034,0.04898155
166035,0.75094765
166036,0.87540615
166037,0.17231445
166038,0.012055955
166039,0.02380367
166040,0.89800936
166041,0.026619714
166042,0.021887569
166043,0.14963768
166044,0.012554783
166045,0.039041594
166046,0.5282819
166047,0.027449647
166048,0.10189856
166049,0.4923738
166050,0.59648657
166051,0.051551774
166052,0.32403484
166053,0.4791264
166054,0.026535692
166055,0.85626763
166056,0.05292505
166057,0.018821372
166058,0.7134553
166059,0.94808203
166060,0.14664303
166061,0.61939776
166062,0.6105932
166063,0.8692732
166064,0.05465775
166065,0.3517426
166066,0.009508288
166067,0.5379751
166068,0.17304206
166069,0.13127477
166070,0.90893734
166071,0.0065786336
166072,0.28204685
166073,0.21265686
166074,0.3474073
166075,0.16462293
166076,0.08475303
166077,0.061507113
166078,0.63134795
166079,0.073112175
166080,0.1808755
166081,0.0812024
166082,0.29854175
166083,0.24333172
166084,0.037690822
166085,0.11463069
166086,0.12125628
166087,0.13170853
166088,0.2129818
166089,0.04689864
166090,0.25096563
166091,0.19509411
166092,0.9468688
166093,0.4277572
166094,0.9343847
166095,0.012890738
166096,0.330201
166097,0.040689837
166098,0.49399087
166099,0.75983334
166100,0.04403073
166101,0.015159733
166102,0.025419977
166103,0.022734486
166104,0.2505144
166105,0.06587681
166106,0.8126663
166107,0.11010224
166108,0.8704963
166109,0.15662745
166110,0.17378144
166111,0.013485341
166112,0.049316067
166113,0.15864769
166114,0.0979696
166115,0.047558013
166116,0.2126904
166117,0.02179943
166118,0.047846507
166119,0.00947473
166120,0.011953842
166121,0.02450681
166122,0.03375421
166123,0.006838678
166124,0.021313556
166125,0.1891639
166126,0.13668789
166127,0.021744708
166128,0.031748377
166129,0.96331394
166130,0.7920817
166131,0.29522687
166132,0.19309445
166133,0.07116565
166134,0.27205768
166135,0.6966274
166136,0.014025898
166137,0.55445623
166138,0.044275753
166139,0.1514816
166140,0.79621756
166141,0.0113710165
166142,0.029281843
166143,0.5041038
166144,0.34846115
166145,0.016210536
166146,0.027122103
166147,0.7679403
166148,0.24456486
166149,0.0063895346
166150,0.020962024
166151,0.55005926
166152,0.11319231
166153,0.07936664
166154,0.030340744
166155,0.25431636
166156,0.026132353
166157,0.40777588
166158,0.23868404
166159,0.6762368
166160,0.026609683
166161,0.03810647
166162,0.51934326
166163,0.0091439895
166164,0.2129286
166165,0.075935915
166166,0.014181883
166167,0.027395539
166168,0.44932258
166169,0.042593442
166170,0.44583413
166171,0.021617763
166172,0.6694165
166173,0.1371277
166174,0.083836496
166175,0.031516455
166176,0.0070119314
166177,0.50886077
166178,0.1449125
166179,0.03145431
166180,0.028406665
166181,0.10018714
166182,0.4602628
166183,0.9071122
166184,0.035551485
166185,0.015070278
166186,0.15520425
166187,0.25606284
166188,0.3931995
166189,0.03943299
166190,0.0703099
166191,0.25372988
166192,0.20388092
166193,0.34130794
166194,0.091236405
166195,0.7527088
166196,0.20318235
166197,0.68238175
166198,0.09707334
166199,0.06827342
166200,0.04575979
166201,0.94501615
166202,0.12139123
166203,0.02322659
166204,0.36323908
166205,0.8243852
166206,0.8418224
166207,0.6056842
166208,0.74480915
166209,0.05522089
166210,0.01742623
166211,0.007078362
166212,0.07831318
166213,0.0538604
166214,0.1932168
166215,0.06970243
166216,0.038397107
166217,0.006845554
166218,0.78138596
166219,0.14771557
166220,0.2444698
166221,0.72767776
166222,0.8329118
166223,0.050309908
166224,0.12877136
166225,0.17854492
166226,0.047397543
166227,0.08047658
166228,0.9520742
166229,0.034865554
166230,0.030851308
166231,0.14982636
166232,0.014106224
166233,0.043850478
166234,0.01954818
166235,0.029305678
166236,0.015731748
166237,0.7437395
166238,0.8955454
166239,0.03277293
166240,0.019104311
166241,0.04902665
166242,0.22146317
166243,0.07481187
166244,0.25410426
166245,0.030821068
166246,0.012838655
166247,0.18544088
166248,0.12771164
166249,0.078310326
166250,0.005975564
166251,0.21817845
166252,0.033053868
166253,0.61493087
166254,0.008833676
166255,0.010098544
166256,0.30965465
166257,0.98972625
166258,0.03157423
166259,0.8633664
166260,0.009603373
166261,0.9213837
166262,0.0310361
166263,0.542313
166264,0.020876227
166265,0.1282266
166266,0.008021534
166267,0.1760861
166268,0.15825948
166269,0.03912757
166270,0.18309902
166271,0.027601186
166272,0.012674971
166273,0.39373448
166274,0.0049866424
166275,0.018774413
166276,0.18005489
166277,0.23089309
166278,0.015015391
166279,0.058906462
166280,0.09484099
166281,0.21915169
166282,0.07766384
166283,0.06390746
166284,0.13979512
166285,0.18417783
166286,0.3915251
166287,0.19224815
166288,0.058743667
166289,0.041694418
166290,0.6871708
166291,0.009103183
166292,0.012043403
166293,0.47305295
166294,0.13874628
166295,0.06856293
166296,0.095382355
166297,0.14378497
166298,0.049615648
166299,0.671703
166300,0.043218743
166301,0.05262448
166302,0.264169
166303,0.0715825
166304,0.35960335
166305,0.041418575
166306,0.34734482
166307,0.014887813
166308,0.9229297
166309,0.096265025
166310,0.5578288
166311,0.9107419
166312,0.21915261
166313,0.12846442
166314,0.1532448
166315,0.017764924
166316,0.1854881
166317,0.1633181
166318,0.10832756
166319,0.033279
166320,0.18134706
166321,0.13617614
166322,0.9089633
166323,0.18832113
166324,0.72249746
166325,0.11873953
166326,0.47314468
166327,0.029031154
166328,0.08258983
166329,0.1621727
166330,0.19472158
166331,0.8388509
166332,0.10758206
166333,0.5601249
166334,0.20234145
166335,0.059276786
166336,0.00729793
166337,0.4151492
166338,0.03714183
166339,0.8925394
166340,0.008255533
166341,0.052578785
166342,0.16112913
166343,0.020634918
166344,0.023614122
166345,0.09713326
166346,0.8586014
166347,0.94153184
166348,0.9274711
166349,0.11204982
166350,0.018064357
166351,0.011688834
166352,0.7050969
166353,0.19720225
166354,0.26648635
166355,0.23775904
166356,0.19860582
166357,0.12757726
166358,0.23946428
166359,0.076116644
166360,0.27807772
166361,0.061072472
166362,0.57012755
166363,0.49988142
166364,0.0121695
166365,0.19341266
166366,0.01786727
166367,0.44366047
166368,0.115005426
166369,0.08548872
166370,0.81978875
166371,0.3953416
166372,0.10874804
166373,0.7011253
166374,0.09733087
166375,0.019860027
166376,0.9374834
166377,0.65655667
166378,0.083066106
166379,0.11546266
166380,0.86290574
166381,0.0171786
166382,0.2857558
166383,0.074010454
166384,0.030139742
166385,0.7049862
166386,0.1820641
166387,0.059270956
166388,0.0144479545
166389,0.2520456
166390,0.04451086
166391,0.074156694
166392,0.37028444
166393,0.03588897
166394,0.6965817
166395,0.009637475
166396,0.024126654
166397,0.47802505
166398,0.58012474
166399,0.5022801
166400,0.015604157
166401,0.009420306
166402,0.021041324
166403,0.1868071
166404,0.7130299
166405,0.024137547
166406,0.121512234
166407,0.1649361
166408,0.030167969
166409,0.016735889
166410,0.027281607
166411,0.047776192
166412,0.30953246
166413,0.06411082
166414,0.3998189
166415,0.65789753
166416,0.041117616
166417,0.11153398
166418,0.15071161
166419,0.016828662
166420,0.96677154
166421,0.018836606
166422,0.23772117
166423,0.18424527
166424,0.5594576
166425,0.013440263
166426,0.19761498
166427,0.54495925
166428,0.20763545
166429,0.024243657
166430,0.9290753
166431,0.014308198
166432,0.07287205
166433,0.05533591
166434,0.08313174
166435,0.041273467
166436,0.172396
166437,0.9632906
166438,0.8448512
166439,0.06993196
166440,0.07241199
166441,0.031941872
166442,0.014537806
166443,0.01996792
166444,0.81911176
166445,0.24673097
166446,0.013175626
166447,0.055414516
166448,0.006957049
166449,0.01724588
166450,0.6658123
166451,0.9665472
166452,0.17338134
166453,0.095060684
166454,0.4849519
166455,0.012396908
166456,0.013077854
166457,0.89032847
166458,0.02416304
166459,0.3129614
166460,0.07596033
166461,0.07642108
166462,0.065478384
166463,0.7981546
166464,0.7186577
166465,0.09206016
166466,0.1015279
166467,0.67816496
166468,0.012383557
166469,0.012750673
166470,0.47939286
166471,0.006716267
166472,0.70240325
166473,0.023117082
166474,0.13440222
166475,0.23241082
166476,0.028627954
166477,0.061943084
166478,0.01716036
166479,0.022572856
166480,0.097701
166481,0.66151136
166482,0.29542547
166483,0.9042204
166484,0.73522896
166485,0.8648534
166486,0.17198922
166487,0.013194835
166488,0.013299375
166489,0.022867408
166490,0.94482183
166491,0.02450364
166492,0.44125667
166493,0.04380757
166494,0.022377787
166495,0.1166315
166496,0.4445863
166497,0.76135683
166498,0.04595725
166499,0.08142382
166500,0.022996599
166501,0.11270088
166502,0.8630824
166503,0.047967196
166504,0.04574145
166505,0.07049358
166506,0.02103971
166507,0.02190815
166508,0.84958375
166509,0.7922917
166510,0.5224939
166511,0.02355092
166512,0.18355069
166513,0.04025417
166514,0.7010636
166515,0.14430968
166516,0.51352936
166517,0.64167213
166518,0.01104647
166519,0.014161572
166520,0.12909631
166521,0.013092701
166522,0.033497527
166523,0.57814133
166524,0.81077695
166525,0.016913414
166526,0.015387946
166527,0.15464704
166528,0.13879594
166529,0.1284562
166530,0.013742378
166531,0.2097433
166532,0.0348647
166533,0.19032429
166534,0.057083193
166535,0.6955953
166536,0.019906789
166537,0.042345904
166538,0.009728081
166539,0.037706796
166540,0.036218558
166541,0.02158898
166542,0.83245826
166543,0.11810229
166544,0.109923504
166545,0.016133424
166546,0.15209495
166547,0.25569627
166548,0.709481
166549,0.492654
166550,0.12604916
166551,0.015758144
166552,0.32689923
166553,0.014813488
166554,0.276367
166555,0.27954653
166556,0.015545582
166557,0.033765204
166558,0.97627944
166559,0.02341647
166560,0.31235066
166561,0.1866315
166562,0.090805024
166563,0.101817
166564,0.44011104
166565,0.28154925
166566,0.10730588
166567,0.019376123
166568,0.025971437
166569,0.6079621
166570,0.14437495
166571,0.017588736
166572,0.013332561
166573,0.2692529
166574,0.020474521
166575,0.9604562
166576,0.043917608
166577,0.022187358
166578,0.024925658
166579,0.15124372
166580,0.3098704
166581,0.039910384
166582,0.01970339
166583,0.089878425
166584,0.09189732
166585,0.016711801
166586,0.11801425
166587,0.05163289
